Name,url,team
Adama Mbengue,/fr/player/222926/adama-mbengue/,SM Caen
Joris Kayembe,/fr/player/222875/joris-kayembe/,FC Nantes
Racine Coly,/fr/player/222840/racine-coly/,OGC Nice
Théo Pellenard,/fr/player/221271/th%C3%A9o-pellenard/,Girondins de BX
Steven Fortès,/fr/player/219582/steven-fort%C3%A8s/,Toulouse FC
Cheikh N'Doye,/fr/player/219470/cheikh-ndoye/,Angers SCO
Farès Bahlouli,/fr/player/214907/far%C3%A8s-bahlouli/,LOSC
Paul Reulet,/fr/player/210579/paul-reulet/,SM Caen
Renaud Ripart,/fr/player/209430/renaud-ripart/,Nîmes Olympique
Maxime Dupé,/fr/player/204513/maxime-dup%C3%A9/,FC Nantes
Loïck Landre,/fr/player/202002/lo%C3%AFck-landre/,Nîmes Olympique
Zacharie Boucher,/fr/player/201138/zacharie-boucher/,Angers SCO
Saliou Ciss,/fr/player/198687/saliou-ciss/,Angers SCO
Alexander Kačaniklić,/fr/player/198394/alexander-ka%C4%8Danikli%C4%87/,FC Nantes
Xavier Chavalerin,/fr/player/193683/xavier-chavalerin/,Stade de Reims
Thomas Fontaine,/fr/player/190530/thomas-fontaine/,Stade de Reims
Johann Carrasso,/fr/player/181694/johann-carrasso/,Stade de Reims
Souleymane Camara,/fr/player/50294/souleymane-camara/,Montpellier HSC
Samuel Moutoussamy,/fr/player/240351/samuel-moutoussamy/,FC Nantes
Malik Tchokounté,/fr/player/240133/malik-tchokount%C3%A9/,SM Caen
Wilfried Kanga,/fr/player/239589/wilfried-kanga/,Angers SCO
Nicolas Cozza,/fr/player/239136/nicolas-cozza/,Montpellier HSC
Denis Will Poha,/fr/player/230860/denis-will-poha/,Stade Rennais
Mickaël Alphonse,/fr/player/228897/micka%C3%ABl-alphonse/,Dijon FCO
Jeff Reine-Adélaïde,/fr/player/228509/jeff-reine-ad%C3%A9la%C3%AFde/,Angers SCO
Baptiste Guillaume,/fr/player/213839/baptiste-guillaume/,Nîmes Olympique
Panagiotis Vlachodimos,/fr/player/209317/panagiotis-vlachodimos/,Nîmes Olympique
Pierre-Yves Polomat,/fr/player/208324/pierre-yves-polomat/,ASSE
Mehdi Zeffane,/fr/player/207745/mehdi-zeffane/,Stade Rennais
Hervé Lybohy,/fr/player/203933/herv%C3%A9-lybohy/,Nîmes Olympique
Chaker Alhadhur,/fr/player/203885/chaker-alhadhur/,SM Caen
Loïc Puyo,/fr/player/202548/lo%C3%AFc-puyo/,Angers SCO
Mathieu Gorgelin,/fr/player/199721/mathieu-gorgelin/,OL
Marc Vidal,/fr/player/193889/marc-vidal/,Toulouse FC
Pierrick Valdivia,/fr/player/188383/pierrick-valdivia/,Nîmes Olympique
Féthi Harek,/fr/player/182816/f%C3%A9thi-harek/,Nîmes Olympique
Jessy Moulin,/fr/player/172198/jessy-moulin/,ASSE
Djegui Koita,/fr/player/243907/djegui-koita/,EA Guingamp
Santy Ngom,/fr/player/241595/santy-ngom/,FC Nantes
Amine Gouiri,/fr/player/240753/amine-gouiri/,OL
Pietro Pellegri,/fr/player/238873/pietro-pellegri/,AS Monaco
Bachibou Koïta,/fr/player/238609/bachibou-ko%C3%AFta/,Amiens SC
Jordan Lefort,/fr/player/234515/jordan-lefort/,Amiens SC
Sofiane Alakouch,/fr/player/233767/sofiane-alakouch/,Nîmes Olympique
Mathieu Cafaro,/fr/player/231236/mathieu-cafaro/,Stade de Reims
Charles Traoré,/fr/player/231098/charles-traor%C3%A9/,FC Nantes
Nathaël Julan,/fr/player/230568/natha%C3%ABl-julan/,EA Guingamp
Florian Miguel,/fr/player/226130/florian-miguel/,Nîmes Olympique
Sheyi Ojo,/fr/player/224021/sheyi-ojo/,Stade de Reims
Jonathan Gradit,/fr/player/221284/jonathan-gradit/,SM Caen
Anatole Ngamukol,/fr/player/210536/anatole-ngamukol/,Stade de Reims
Baïssama Sankoh,/fr/player/205190/ba%C3%AFssama-sankoh/,SM Caen
Jonathan Ligali,/fr/player/199764/jonathan-ligali/,Montpellier HSC
Matthieu Dreyer,/fr/player/184084/matthieu-dreyer/,Amiens SC
Farid El Mellali,/fr/player/245283/farid-el-mellali/,Angers SCO
Sofiane Diop,/fr/player/244892/sofiane-diop/,AS Monaco
Nayef Aguerd,/fr/player/244749/nayef-aguerd/,Dijon FCO
Moussa Diaby,/fr/player/241852/moussa-diaby/,Paris
Hervé Koffi,/fr/player/239342/herv%C3%A9-koffi/,LOSC
Arnaud Nordin,/fr/player/236518/arnaud-nordin/,ASSE
Rafik Guitane,/fr/player/235955/rafik-guitane/,Stade Rennais
Loïc Badiashile,/fr/player/235582/lo%C3%AFc-badiashile/,AS Monaco
Gabriel,/fr/player/232580/gabriel/,LOSC
Enock Kwateng,/fr/player/230074/enock-kwateng/,FC Nantes
Clément Depres,/fr/player/226127/cl%C3%A9ment-depres/,Nîmes Olympique
Seydou Sy,/fr/player/225710/seydou-sy/,AS Monaco
Anthony Walongwa,/fr/player/223873/anthony-walongwa/,FC Nantes
Gautier Lloris,/fr/player/222286/gautier-lloris/,OGC Nice
Baptiste Valette,/fr/player/205378/baptiste-valette/,Nîmes Olympique
Hakim El Mokeddem,/fr/player/244402/hakim-el-mokeddem/,Toulouse FC
Yacine Adli,/fr/player/243627/yacine-adli/,Paris
Gaëtan Poussin,/fr/player/240751/ga%C3%ABtan-poussin/,Girondins de BX
Moussa Sylla,/fr/player/237708/moussa-sylla/,AS Monaco
Bryan Passi,/fr/player/237368/bryan-passi/,Montpellier HSC
Killian Sanson,/fr/player/231842/killian-sanson/,Montpellier HSC
Quentin Braat,/fr/player/231720/quentin-braat/,FC Nantes
Ibrahima Sissoko,/fr/player/231089/ibrahima-sissoko/,RC Strasbourg
Antonin Bobichon,/fr/player/225855/antonin-bobichon/,Nîmes Olympique
Théo Valls,/fr/player/225629/th%C3%A9o-valls/,Nîmes Olympique
Nolan Mbemba,/fr/player/224095/nolan-mbemba/,Stade de Reims
Gaëtan Paquiez,/fr/player/220030/ga%C3%ABtan-paquiez/,Nîmes Olympique
Brice Samba,/fr/player/204883/brice-samba/,SM Caen
Jean-Clair Todibo,/fr/player/245388/jean-clair-todibo/,Toulouse FC
Lamine Diaby Fadiga,/fr/player/244762/lamine-diaby-fadiga/,OGC Nice
Jules Keita,/fr/player/244753/jules-keita/,Dijon FCO
Senou Coulibaly,/fr/player/244751/senou-coulibaly/,Dijon FCO
Adil Taoui,/fr/player/244403/adil-taoui/,Toulouse FC
Derick Osei Yaw,/fr/player/244025/derick-osei-yaw/,Toulouse FC
Florian Chabrolle,/fr/player/243705/florian-chabrolle/,OM
Romain Faivre,/fr/player/242577/romain-faivre/,AS Monaco
Stanley N'Soki,/fr/player/241941/stanley-nsoki/,Paris
Colin Dagba,/fr/player/241497/colin-dagba/,Paris
Willem Geubbels,/fr/player/241266/willem-geubbels/,AS Monaco
Jessy Deminguet,/fr/player/241238/jessy-deminguet/,SM Caen
Over Mandanda,/fr/player/240752/over-mandanda/,Girondins de BX
Imad Faraj,/fr/player/240442/imad-faraj/,LOSC
Adam Jakubech,/fr/player/240371/adam-jakubech/,LOSC
Julien Serrano,/fr/player/240024/julien-serrano/,AS Monaco
Kouadio-Yves Dabila,/fr/player/239363/kouadio-yves-dabila/,LOSC
Hicham Mahou,/fr/player/239003/hicham-mahou/,OGC Nice
Randal Kolo-Muani,/fr/player/237679/randal-kolo-muani/,FC Nantes
Anthony Caci,/fr/player/236636/anthony-caci/,RC Strasbourg
Antoine Bernede,/fr/player/234795/antoine-bernede/,Paris
Cheick Timite,/fr/player/233121/cheick-timite/,Amiens SC
Aly Ndom,/fr/player/231109/aly-ndom/,Stade de Reims
Alec Georgen,/fr/player/229194/alec-georgen/,Paris
Dimitry Bertaud,/fr/player/228616/dimitry-bertaud/,Montpellier HSC
Bilal Boutobba,/fr/player/226295/bilal-boutobba/,Montpellier HSC
Youssouf Koné,/fr/player/222160/youssouf-kon%C3%A9/,LOSC
Anthony Mandrea,/fr/player/220833/anthony-mandrea/,Angers SCO
Hassane Kamara,/fr/player/220421/hassane-kamara/,Stade de Reims
Kévin Rimane,/fr/player/203898/k%C3%A9vin-rimane/,Paris
Mouhamadou Dabo,/fr/player/168630/mouhamadou-dabo/,SM Caen
Yassine Benrahou,/fr/player/244863/yassine-benrahou/,Girondins de BX
Dorian Bertrand,/fr/player/244118/dorian-bertrand/,Angers SCO
Christopher Rocchia,/fr/player/241704/christopher-rocchia/,OM
Abdoulaye Dabo,/fr/player/241403/abdoulaye-dabo/,FC Nantes
Kévin Zohi,/fr/player/240730/k%C3%A9vin-zohi/,RC Strasbourg
Boubakary Soumaré,/fr/player/239817/boubakary-soumar%C3%A9/,LOSC
Jordy Gaspar,/fr/player/235957/jordy-gaspar/,AS Monaco
Alexandre Olliero,/fr/player/231105/alexandre-olliero/,FC Nantes
Axel Disasi,/fr/player/229942/axel-disasi/,Stade de Reims
Edvinas Gertmonas,/fr/player/226656/edvinas-gertmonas/,Stade Rennais
Marc-Aurèle Caillard,/fr/player/211398/marc-aur%C3%A8le-caillard/,EA Guingamp
Abdel Malik Hsissane,/fr/player/209425/abdel-malik-hsissane/,Nîmes Olympique
Martin Sourzac,/fr/player/205747/martin-sourzac/,Nîmes Olympique
Férébory Doré,/fr/player/198229/f%C3%A9r%C3%A9bory-dor%C3%A9/,Angers SCO
Gaoussou Traoré,/fr/player/245390/gaoussou-traor%C3%A9/,Amiens SC
Yannis Ammour,/fr/player/244543/yannis-ammour/,Montpellier HSC
Amir Adouyev,/fr/player/244477/amir-adouyev/,Montpellier HSC
Mathieu Goncalves,/fr/player/244410/mathieu-goncalves/,Toulouse FC
Virgile Pinson,/fr/player/243919/virgile-pinson/,Stade de Reims
Enzo Loiodice,/fr/player/243478/enzo-loiodice/,Dijon FCO
Moataz Zemzemi,/fr/player/242683/moataz-zemzemi/,RC Strasbourg
Benoît Badiashile,/fr/player/242578/beno%C3%AEt-badiashile/,AS Monaco
Sébastien Cibois,/fr/player/242242/s%C3%A9bastien-cibois/,Paris
Oumar Solet,/fr/player/242238/oumar-solet/,OL
Lenny Pintor,/fr/player/240941/lenny-pintor/,OL
Réda Rabeï,/fr/player/234615/r%C3%A9da-rabe%C3%AF/,Amiens SC
Ibrahim Cissé,/fr/player/225532/ibrahim-ciss%C3%A9/,Angers SCO
Jérémie Porsan-Clémenté,/fr/player/224032/j%C3%A9r%C3%A9mie-porsan-cl%C3%A9ment%C3%A9/,Montpellier HSC
Makhtar Gueye,/fr/player/245652/makhtar-gueye/,ASSE
Youssouf Fofana,/fr/player/245630/youssouf-fofana/,RC Strasbourg
Arton Zekaj,/fr/player/244529/arton-zekaj/,LOSC
Clément Vidal,/fr/player/244476/cl%C3%A9ment-vidal/,Montpellier HSC
Reo Griffiths,/fr/player/243847/reo-griffiths/,OL
Issa Marega,/fr/player/243713/issa-marega/,SM Caen
Rayan Aït Nouri,/fr/player/242641/rayan-a%C3%AFt-nouri/,Angers SCO
Yannis Clementia,/fr/player/241210/yannis-clementia/,OGC Nice
Duplexe Tchamba,/fr/player/240728/duplexe-tchamba/,RC Strasbourg
Thomas Basila,/fr/player/238511/thomas-basila/,FC Nantes
Florian Escales,/fr/player/232410/florian-escales/,OM
Alexis Alégué,/fr/player/231346/alexis-al%C3%A9gu%C3%A9/,FC Nantes
Matheus Cassini,/fr/player/229183/matheus-cassini/,Amiens SC
Jean-Claude Ngando,/fr/player/245867/jean-claude-ngando/,Amiens SC
Martin Gneba,/fr/player/245864/martin-gneba/,Amiens SC
Percy Prado,/fr/player/245402/percy-prado/,FC Nantes
Mahdi Camara,/fr/player/243631/mahdi-camara/,ASSE
Sacha Marasovic,/fr/player/243450/sacha-marasovic/,OM
Gerzino Nyamsi,/fr/player/239575/gerzino-nyamsi/,Stade Rennais
Yassin Fekir,/fr/player/239496/yassin-fekir/,OL
Namakoro Diallo,/fr/player/233829/namakoro-diallo/,Stade Rennais
Nicolas Janvier,/fr/player/231266/nicolas-janvier/,Stade Rennais
Bobby Allain,/fr/player/228912/bobby-allain/,Dijon FCO
Hendrick Cakin,/fr/player/205370/hendrick-cakin/,Stade de Reims
Fernando Costanza,/fr/player/245990/fernando-costanza/,LOSC
Dylan Chambost,/fr/player/245855/dylan-chambost/,ASSE
Sanasi Sy,/fr/player/245391/sanasi-sy/,Amiens SC
Kylian Kaïboue,/fr/player/244542/kylian-ka%C3%AFboue/,Montpellier HSC
Zachary Brault-Guillard,/fr/player/243574/zachary-brault-guillard/,OL
Anthony Racioppi,/fr/player/243573/anthony-racioppi/,OL
Michaël Nilor,/fr/player/243451/micha%C3%ABl-nilor/,Girondins de BX
Yoël Armougom,/fr/player/241551/yo%C3%ABl-armougom/,SM Caen
Ismaël Aaneba,/fr/player/240725/isma%C3%ABl-aaneba/,RC Strasbourg
Anthony Gomez Mancini,/fr/player/245994/anthony-gomez-mancini/,Angers SCO
Valentin Gendrey,/fr/player/245863/valentin-gendrey/,Amiens SC
Mickaël Panos,/fr/player/245853/micka%C3%ABl-panos/,ASSE
Mohamed Simakan,/fr/player/243854/mohamed-simakan/,RC Strasbourg
William Saliba,/fr/player/243715/william-saliba/,ASSE
Gauthier Banaziak,/fr/player/234511/gauthier-banaziak/,Amiens SC
Lévi Ntumba,/fr/player/244746/l%C3%A9vi-ntumba/,Dijon FCO
Ibrahim Diarra,/fr/player/243452/ibrahim-diarra/,Girondins de BX
Sami Ben Amar,/fr/player/241905/sami-ben-amar/,Nîmes Olympique
Romain Cagnon,/fr/player/237133/romain-cagnon/,OM
Théo Vermot,/fr/player/245854/th%C3%A9o-vermot/,ASSE
Lucas Perrin,/fr/player/243449/lucas-perrin/,OM
Nicolas Lemaître,/fr/player/228255/nicolas-lema%C3%AEtre/,Stade de Reims
Patrick Bahanack,/fr/player/241087/patrick-bahanack/,Stade de Reims
Virgile Piechocki,/fr/player/238705/virgile-piechocki/,Stade de Reims
Aksel Aktas,/fr/player/236468/aksel-aktas/,Stade de Reims
Duje Javorčić,/fr/player/235300/duje-javor%C4%8Di%C4%87/,Amiens SC
